web_scraper_order,web_scraper_start_url,title,review,rating,likes,dislikes
"1768461327-208","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Haq hain mera: it's my right","A Woman just doesn't ask and offer love and affection, but also respect.

There aren't any exclusivities for any cadres. The oxymoron of this biography is its delicate case and strongest historical example. When a case as sensitive as delicate bubble that could pop up a communal disharmony, it is maker's responsibility to ensure the chances of disharmony are throughly assessed and presented on screen. This challenge was projected on screen with utmost of responsibility. Without getting carried away by Imran Hashmi's popular image.

Yami Goutham had carried the biography on her shoulders effectively and efficiently. Second half, we forget that she isn't actually the ""Bano"". The climax Supreme Court scenes aren't dragged for emotional legal drama or cinematic commercial ending. This isn't any court room drama. This isn't any political ideological drama. A woman fighting for her sheer RESPECT.

A BIG NAMAMI TO YAMI.","10","0","0"
"1768461327-209","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Great reflection of reality","Haq is a socially driven film that focuses on the idea of justice, dignity, and the fundamental rights of individuals who are often unheard or ignored by society. The movie attempts to highlight how power structures, social inequality, and personal struggles intersect, making it a thought-provoking cinematic experience rather than a purely commercial one.

The narrative revolves around characters who are fighting for what is rightfully theirs-whether it is respect, opportunity, or basic human rights. The strength of Haq lies in its grounded storytelling. Instead of relying on exaggerated drama, the film presents situations that feel realistic and relatable, especially for audiences familiar with social injustice and systemic bias. The screenplay steadily builds emotional depth, allowing viewers to connect with the characters' pain, frustration, and resilience.

Performances play a crucial role in carrying the film's message. The lead actors deliver sincere and restrained performances, effectively portraying internal conflict and moral courage. Supporting characters add layers to the story by representing different societal viewpoints-some empathetic, others indifferent or oppressive. This contrast enhances the film's realism and impact.

From a technical standpoint, Haq maintains a simple yet effective visual style. The cinematography avoids unnecessary glamour and instead focuses on raw settings that reflect the seriousness of the subject. The background score is subtle and complements the emotional tone without overpowering the narrative.

However, the film does have a few shortcomings. At times, the pacing slows down, and certain scenes feel repetitive in emphasizing the same message. A tighter edit could have made the storytelling more engaging. Despite this, the core theme remains strong and relevant.

Overall, Haq is a meaningful film that prioritizes message over spectacle. It encourages viewers to reflect on social responsibility and the importance of standing up for one's rights. While it may not appeal to those seeking fast-paced entertainment, it is a worthwhile watch for audiences who appreciate socially conscious cinema.","10","0","0"
"1768461327-210","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","It's your time Yami Gautam Dhar","I have no words watching this gem of a movie. From the opening scene until the last it kept us hooked.

While the movie speaks a lot about the Muslim law and the fight for justice, it didn't take any sides.

You also find people on the good side of the law doing what they believe in and what they are told since generations.

It takes a rare talent such as Emran Hashmi's calibre to do a role as Abbas Khan. Kudos to him.

Great writing, great pacing. Extremely well staged, brilliant performances. Watch the monologue at the end by Yami Gautam, it's a masterclass in acting and pacing and body language.

Yami Gautam, your time has come.

I know none of the awards have been fair with great actors in the past, and I honestly don't value them anymore, but if there's any fairplay award, it must be handed to Yami. And the time is NOW!","9","0","0"
"1768461327-211","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Much needed cinema for today's generation","Amazing Direction, Acting, Giving Equal importance to each and every character of the movie.

It is the very first movie which i watched in 2026 and i it was one of the best to start my new year with.

Yami, Emraan and all other actors' perform is appreciable.

Each and every shot of the movie is perfectly picturised.","10","0","0"
"1768461327-212","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Misinpretation of religion for personal inclinations","","8","0","0"
"1768461327-213","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Fantastic movie in this time","""After watching poor-quality Bollywood movies for the last two years, I finally watched one that truly touched my heart.

Acting, dialogue delivery, emotion, too much perfect. I love this movie.

The film's direction, acting, and message come together The movie stands out for its strong storytelling and heartfelt performances, making it truly unforgettable. Perfectly, creating a movie that touches the soul.","10","0","0"
"1768461327-214","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","No matter which religion you belong to, you should watch this film.","Yami is that unique actor who, whichever film she acts in, people talk more about her performance than the actual film. Man, she keeps getting better exponentially with film! That monologue in the climax by her was a chef's kiss. You can see the dedication on her face. Acting through the eyes is not as easy as it seems. And here she is, nailing it! The film's subject is sensitive, but the makers have made sure not to hurt any community. Clean, clear and to the point. Without wasting any time, it runs on the subject. A perfect setup in the beginning for emotional connection and then... the cases begin. Even if you are not a fan of court-drama films, don't worry, because this does not feel too heavy to align.

I wish that they had shown what happened after the 1985 case verdict. Not just the text, but a few visuals would have made a more idealistic ending.","8","0","0"
"1768461327-215","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Haq - Powerful !!!","Haq (Hindi Movie Review)

Haq is a powerful movie portraying struggles of Muslim women under the triple talaq system.

Yami Gautum and Emraan Hashmi stole the show with their impeccable performances.

If Yami Gautum is in a movie then without a doubt you can watch. She is the person who puts heart and soul into the character and deliver wonderful performances.

Each and every scene is crafted with depth and emotion. It's a gripping courtroom drama based on the shah bano case.

It will hit you hard and make you realise how women struggle with their lives when they face injustice because of men.

Kudos to all the people involved in making this wonderful piece of cinema.

It's available on Netflix

Rating 4.5/5.","9","0","0"
"1768461327-216","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Haq is fact based thoughtful and emotional grounded film","Haq is a thoughtful and emotionally grounded film that explores the meaning of justice, dignity, and personal rights in a deeply human way. Rather than relying on loud dramatics, the movie lets its story unfold organically, making the emotional moments feel genuine and impactful.

The performances are a major strength. The lead actors deliver restrained yet powerful portrayals, allowing the audience to connect with their struggles and moral dilemmas. Supporting characters are well-written and add depth, ensuring the narrative never feels one-dimensional.

What stands out most is the film's intent. Haq raises important social and ethical questions without becoming preachy. The screenplay maintains a steady pace, giving enough room for emotions to breathe while keeping the audience engaged. Dialogues are meaningful and linger long after the film ends.

Technically, the film is neat and effective. The cinematography keeps things realistic, the background score complements the mood without overpowering scenes, and the direction shows clarity of vision.

Overall, Haq is a sincere and impactful film that appeals to viewers who appreciate meaningful cinema with substance. It may not be a typical commercial entertainer, but it leaves a strong impression through its honesty and purpose.","10","0","0"
"1768461327-217","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Fabulous","This film impresses with its strong writing, confident direction, and powerful performances. The screenplay is engaging and well-paced, keeping the audience invested from start to finish. Each scene feels purposeful, and the storytelling remains focused and effective throughout.

The direction deserves praise for maintaining a clear vision and smooth narrative flow. Technical elements like cinematography and background score complement the story without overpowering it.

Performances are outstanding across the cast, with Yami Gautam delivering a particularly memorable performance. She brings depth, intensity, and emotional strength to her role, proving her versatility and screen presence.

Overall, the film is a well-crafted and engaging experience, elevated by excellent performances and thoughtful execution. Definitely worth watching.","10","0","0"
"1768461327-218","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","An important story well-handled","A true story based on one of the most sensitive topics, the movie is handled with balance and grace and Yami Gautam is impressive again with a bold and strong performance.

The first half takes a proper pace and lets the audience dwelve into the story with solid writing and connects with Bano's character. Yami Gautam as the lead character, gives a strong performance. Her dialogue delivery and overall act was the MVP of the movie, while Emraan Hashmi impresses too. The supporting characters kind of felt flat, with less to no impact in the development of the story. The second half shifts to courtoom drama, and while impressive, the emotional impact was not much as expected.

There were certain elements that I didn't liked in the film, especially too many background songs, that unnecessary stretched the runtime. Although, I did get connected with the song and the character, but it somehow got repetitive. The dialogues in the courtroom could have been more impactful and less dramatic. I personally didn't like the camera work, with too zoom focused on characters and blurring the rest of the cast together.

Overall, Haq is a socially strong and important film that leaves a strong message with it's narrative, social commentary and great performances, despite of noticeable technical flaws.

My Rating : 4/5.","8","0","0"
"1768461327-219","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Must Watch!!!","Haven't seen a masterpiece like this since a very long time. The last movie that left an impression on me was Sardar Udham Singh.

Every character in the movie did an outstanding Job and although Emran Hasmi plays a negative character but his work is absolutely amazing and Yami Gautami main bag a National award !!","10","0","0"
"1768461327-220","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Dark Reality","Exposes dark reality of religion based politics. History reveals appeasement politics. Exposes the deeper, often overlooked reality behind religion-based politics, illustrating how historical events have been shaped by cycles of appeasement, selective narratives, and power struggles that influence public sentiment and policy decisions.","10","0","0"
"1768461327-221","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Brillant Movie","Really nice movie and Acting was top notch.

The storytelling is engaging and keeps the audience connected throughout. The performances feel natural and convincing, especially in emotional scenes where the characters' pain and determination come through strongly. The film does a good job of portraying real-life issues without unnecessary exaggeration, making the message more impactful.

Direction and screenplay are handled thoughtfully, allowing the story to unfold at a steady pace. The dialogues are meaningful and leave a lasting impression, reinforcing the core theme of standing up for one's haq. Background music and cinematography complement the narrative well without overpowering it.

Overall, Haq is a meaningful and socially relevant film that encourages viewers to reflect on justice, self-respect, and courage. It is worth watching for those who appreciate realistic cinema with a strong message.","10","0","0"
"1768461327-222","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","HAQ: A Powerful Voice for Justice, Dignity, and Women's Rights","HAQ is a powerful and thought-provoking film that sheds light on Muslim women's rights within Islam in India. The story follows a woman Shazia Bano whose husband marries for the second time and then chooses to abandon his responsibility toward her and their three children. What unfolds is a deeply moving struggle for dignity, justice, and survival.

The director deserves immense credit for handling such a sensitive and complex subject with great delicacy. A single misstep could have easily led to backlash, but the narrative remains balanced, humane, and honest throughout. The film does not sensationalise pain - it presents it with restraint and purpose.

Performances are one of the film's strongest pillars. Imran Hashmi, Yami Gautam, Sheeba Chadda, and Vartika Singh deliver their roles with remarkable depth and authenticity. Each actor brings emotional truth to the screen, but Yami Gautam's performance, especially her final monologue, is unforgettable. It was so powerful that it made me stand up and clap in my own living room.

At its heart, HAQ is a story-driven film. It highlights how difficult it is for lawmakers to navigate such cases and deliver justice, especially when law, religion, and social norms collide. The film commands immense respect for being inspired by the real-life courage of Shazia Bano, who fought for her rights and dignity against all odds.

Absolute awe and respect to the entire team for choosing to tell this story. HAQ is not just a film - it's a statement. Watch it today, rate it, and support it, because stories like these matter. I am certain many women in India need this voice, this representation, and this collective support.","10","0","0"
"1768461327-223","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Impactful Storytelling","What a beautiful film, showing harsh realities of so many muslim women out there. A guide for women on how to stay strong in the face of adversity.

Saddened to see how so many women have to wait decades to get the justice they deserve. The years of their lives that they could've spent simply living, wasted.

Yami's portrayal of a muslim women in the 80's was amazing.","10","0","0"
"1768461327-224","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Good movie, definitely 10/10 for acting","What a performance by Yami Gautam-truly impactful and deeply real. There are very few times when it feels like the character completely overtakes the actor, and that's exactly what comes through in this film. The portrayal feels lived-in and authentic. Both lead actors deliver strong performances and elevate the material, making the plot far more engaging than it might appear on paper. Even the smaller scenes and situations carry weight and intent, which adds to the overall impact. A genuinely good film and a very compelling watch.","8","0","0"
"1768461327-225","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Truly Amazing","What an absolute masterpiece. The acting of Emraan and Yami is top notch, the script is tight, pace is perfect and storytelling is out of this world without being biased unlike other propaganda movies being made these days. This is a must watch movie. We need more movies like this. One of the finest movies of all time.","10","0","0"
"1768461327-226","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Haq: A Powerful, Poised Courtroom Drama Driven by Stellar Performances by Yami Gautam & Imran Hashmi","Must Watch Movie. Haq delivers a gripping, emotionally rich narrative anchored by outstanding performances from Yami Gautam Dhar and Emraan Hashmi. The film handles sensitive themes of justice, dignity, and personal rights with restraint and honesty. Though the pacing slows in places, the impactful courtroom sequences and grounded storytelling make Haq a thought-provoking and rewarding watch.","9","0","0"
"1768461327-227","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","It's Yami's show","A powerhouse Yami performance anchors this highly dramatized yet effective socio-legal drama based on real events. The actress has given her career-best here. Even the normally dull Hashmi looks to have stepped it up a few notches in her company. Finally we have a celluloid retelling of a landmark legal/social case that changed the nation's politics irreversibly.","8","0","0"
"1768461327-228","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A real battle come to life","Gonna start with the negatives first:
Use of English words was a bit of turnoff at time like 'charity case' and such.

Background score was decent, non-interruptive but repetitive

Why it was worth the watch:
Message was extremely well deliveredDramatisation was there at times but Acting mahashallah to Yami GautamHer potrayal, emotional at times was beautifully delivered, something i have not seen her deliver for sometimeSupporting characters like the male lawyer on Sahira's side as well as the second wife were shown to have real moral dilemmas while going through the film and the relevant case helping understand the POV.

The misogyny and the systemic oppression in the veil of muslim laws and the right of woman is well portrayed and a turning point for a lot of women in India to claim equal rights.","9","0","0"
"1768461327-229","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Haq-Fighting alone for Justice against bad beliefs","The challenge to show the true but sensitive case, is very well handled by the director Suparn Verma . Direction is very well accompanied on screen by the star-cast Yami Gautam Dhar ,Imran Hashmi, Sheeba Chaddha , Aseem Hatangady ,Danish Hussain, and all. Music and Lyrics are quite noticeable. Dialogues are too catchy to describe the feeling and situation. Recommend to all to watch this movie.","9","0","0"
"1768461327-230","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A well balanced honest take on the events","The movie provides an honest take on the events unfolded in the 80s. I read a comment calling Bollywood hypocritical but I feel they made sure to add the nuances of the story and remained true to the events. The interpretation of Quran was called out multiple times instead of what the commentor believed it potrayed Quaran good - bollywood potrays hindu scriptures as bad according to him - in the actual events as well the SCI found the Quaran to be in line with Section 125 and upheld the High Court's decision.","8","0","0"
"1768461327-231","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Akkha Bollywood Ek Taraf Emraan Hashmi Ek Taraf!!!!!!!","Love Emraan Hashmi so much. He is so underrated he needs more support he is a really good and versatile actor. When people start to see him in a good way they will like him he is a very good actor this movie was amazing he has made really good movies like Awarapan,The Killer,Janet and Gangster now this movie Haq has joined that list of amazing movies.","10","0","0"
"1768461327-232","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","HaQ: A Film That Speaks Softly but Stays Forever","HaQ is not just a movie-it's an experience that lingers long after the screen fades to black. With its soul-stirring storytelling, deeply human characters, and emotionally honest performances, the film reminds us why cinema matters.

What truly stands out is the emotional depth. The film doesn't shout or over-dramatize; instead, it speaks softly and truthfully, trusting the audience to feel. Every frame feels intentional, every dialogue meaningful. The performances are raw and grounded, making the characters feel real rather than cinematic constructs.

The direction deserves special praise for its restraint and sensitivity. The narrative flows naturally, allowing moments to breathe, and the background score subtly amplifies emotions without overpowering them. Cinematography beautifully complements the story, adding layers to the mood and atmosphere.

At its core, HaQ is about humanity-about pain, hope, dignity, and the silent struggles we often overlook. It asks important questions and leaves you reflecting, not with forced answers but with genuine emotion.

This is the kind of film you recommend not because it's flashy, but because it's honest.

A must-watch for anyone who believes cinema should touch the heart as much as it engages the mind.","10","0","0"
"1768461327-233","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","""A Real Story That Reflects Life - Truly Inspiring""","","10","0","0"
"1768461327-234","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Emran and Yami","One of the very best cinema I've watched lately.

Brilliant acting and good directory.

The story was also quite refined.

It showed different perspectives and their effects.

It was a reflection of honest cinematography
The creators were responsible as they succeeded in removing bias from the cinema as well.

Must watch for every Indian.","10","0","0"
"1768461327-235","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Amazing","Hats off to people who picked this story and presented to nicely knowing that it might be a success commercially . If I knew this story I would have named my daughter Shazia Banu. Being a muslim woman I admired this movie how it explained Quran or Allah is not unfair, but the people are. Loved it end to end.","10","0","0"
"1768461327-236","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Excellent","Why hasn't Yami received a best actress award already ? Emraan Hashmi acted well too. This is a must watch movie. Shame that it did not perform well at the box office. This movie deserves better. I felt pain, anger, happiness and everything far and between. We need more content driven movies like this.","10","0","0"
"1768461327-237","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","When ballot becomes religious Consitution fails","","9","0","0"
"1768461327-238","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Its a must watch","Stumbled upon this recent release, and thank god i did. It's a brilliant film, lovely balanced acting and direction.

Some lovely music, singing and composition.

To the haters or those not liking it much, what else is better than this or closely matched with what bollywood currently has produced.

As someone said earlier, left my phone and watched without being distracted.","10","0","0"
"1768461327-239","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Storytelling at it's best","I'm honestly at a loss for words after watching Haq (2025). As someone who comes from a Muslim family, this film didn't just move me-it challenged me. It forced me to reflect deeply, even question certain beliefs and practices I've grown up with, which is not something cinema often succeeds in doing.

What begins as a seemingly straightforward fight for justice slowly unfolds into something far more layered and political. The narrative smartly peels back the surface, revealing how law, religion, power, and personal rights collide in uncomfortable yet necessary ways. The shift from a personal struggle to a broader socio-political commentary is handled with remarkable control and maturity.

The direction is sharp, the screenplay gripping, and the way each scene is framed adds weight to the story being told. Nothing feels exaggerated or misplaced. Every frame feels intentional.

Emraan Hashmi delivers one of his most restrained and powerful performances-subtle, intense, and deeply convincing. Yami Gautam is equally exceptional, bringing strength, vulnerability, and quiet resolve to her role. Together, their performances elevate the film far beyond a courtroom or issue-based drama.

Visually, the film is pure cinema-atmospheric, grounded, and emotionally resonant. The cinematography enhances the tension and gravity of the subject without ever feeling flashy or forced.

This is not just a movie-it's a conversation starter. A film that stays with you long after the credits roll.

I would strongly recommend everyone watch Haq, regardless of background or belief. It asks difficult questions-and that's exactly why it matters.","9","0","0"
"1768461327-240","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","HAQ- Beautiful, touching and powerful story","Today I watched HAQ, I am very happy such stories are being shown which shows fight for dignity, basic needs and condition of woman. The story was beautiful, direction was amazing. I was interested in the story from start till end. It binds you with powerful characters, strong dialogues and very good acting. I highly recommend this one.","10","0","0"
"1768461327-241","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Fighting with loved ones","","10","0","0"
"1768461327-242","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Respect","HAQ naam NARAYAN. Fighting for your right is god. Such a fantastic movie, showing male ego. And how hard they fight for whole male community and make sure no other voice ever raises against them. As they are powerful and on top of that, they are one who brings the community together and make the biased rule/law.","10","0","0"
"1768461327-243","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","What an actor by Imran and Yami. Oldies are back !!","Court dramas have a unique way of gripping the soul, and this production is a masterclass in the genre. The cinematography is breathtaking; the DOP captures every tense moment with such precision that it feels like you are sitting right in the courtroom. Emraan Hashmi delivers a powerhouse performance, reminding us why he remains a cinematic force.

It is genuinely heartwarming to see actors we grew up watching return to the screen with such gravitas. Yami Gautam is equally brilliant, using her subtle expressions to convey complex emotions that dialogue alone couldn't capture. If more veteran actors return with this level of passion, they will surely restore the vibrant colors to Bollywood that have unfortunately faded over the last decade.","9","0","0"
"1768461327-244","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A very well made must watch movie!","A very well made movie based on real story. The entire movie is about a lady by name Shah Bano who fought for her basic right of getting maintenance post divorce. Nicely directed but however, several things shown in movie don't match with actual facts. Seems like she was divorced at age of 60 when all children were grown up but movie shows in a different way. Nevertheless, a landmark Supreme court case of 1985 that strongly portrays deserving basic rights of a woman irrespective of the religion. Available in Netflix, my ratings 8/10!","8","0","0"
"1768461327-245","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Highly recommended to viewers","Truly the best movie especially the message 👍 More power to all the Muslims woman in the country and the world. I was wondering what muslims men felt about this verdict but I just hope and wish that they have to support and they need to support this verdict for their daughters, their mothers, their sisters, etc etc.","9","0","0"
"1768461327-246","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Best movie and story and best acting","The story is best and acting and feeling is very best. And coney of the story and feeling to giving audience.

I dont have any words to say

I was thought before seeing the movie that it will be very simple

But the movie is very amazing and worth it to see

Please go and see the movie anywhere on any online platform or in theatre but see the movie.","10","0","0"
"1768461327-247","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","First time reviewing a movie in my whole life","Watching Haq made me feel something very deep, something that stayed with me even after the movie ended. This is my first time writing a movie review, and I am doing it straight from my heart. Haq is not just a film, it is an emotional journey that talks about pain, responsibility, belief, and what is truly right.

The movie beautifully shows how life is not always fair, but still we must stand for our haq - our rights, our truth, and our values. Every character feels real and relatable. Their struggles, their silence, and their strength reflect the reality of many people around us. While watching the film, I felt emotional at many moments, because the pain shown is not dramatic, it is honest.

The performances are powerful and natural. The actors did not just play roles, they lived them. Their expressions spoke louder than words. The story moves slowly but meaningfully, giving us time to understand the emotions and responsibilities each character carries. The dialogues are simple yet impactful, leaving a strong message behind.

What touched me the most is how the movie talks about responsibility - towards family, society, and oneself. It teaches us to believe in what is right, even when the path is difficult. Haq reminds us that standing for truth requires courage, but it is always worth it.

This movie is a must-watch for anyone who loves meaningful cinema. It makes you think, feel, and reflect on life.

Thank you for making such a beautiful movie. Bollywood.

Shukriya.","10","0","0"
"1768461327-248","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Highly socially relevant movie worth watching","Haque is a socially relevant courtroom drama that resonates far beyond the screen. Directed by Suparn Verma, it revisits the legacy of the Shah Bano case with sensitivity and depth.

Yami Gautam's performance is extraordinary. She appears well-versed with the Quran, delivering her role with authenticity and emotional intensity. Her expressions carry both dignity and pain, making the audience feel the weight of her struggle.

The story is based on well-researched and deeply explored facts, which gives the film credibility and gravitas. Importantly, Haque does not target or blame any particular community. Instead, it advocates for social justice and women's empowerment, presenting its message with balance and fairness.

The film's strength lies in its ability to combine legal intensity with human emotion, reminding viewers that justice is not abstract but lived and felt.

Verdict: Haque is a powerful, socially relevant movie worth watching. It leaves you with questions, reflections, and a renewed belief in the importance of dignity and equality.","9","0","0"
"1768461327-249","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Courageous and Sincere Retelling of a Landmark Struggle","""Haq"" (2025) is a deeply moving courtroom drama that tackles one of the most significant legal battles in Indian history with grace and unflinching honesty. Inspired by the Shah Bano case, the film succeeds by focusing on the human spirit rather than just legal jargon, making it a truly impactful cinematic experience.

The film's greatest strength is the ""stunning"" performance by Yami Gautam. As Shazia Bano, she delivers what many are calling a career-defining act. She captures the quiet dignity, the heartbreak of betrayal, and the eventual fierce resolve of a woman fighting for her ""Haq"" (rights) against a system designed to silence her. Her ""great acting"" is particularly evident in the restrained yet powerful courtroom monologues that have left audiences deeply moved.

Emraan Hashmi provides a perfect, morally complex counterpoint as Abbas Khan. He portrays a man blinded by his own entitlement without resorting to cartoonish villainy, making their intellectual and emotional clashes feel incredibly real. The supporting cast, especially Sheeba Chaddha as the steadfast lawyer and Danish Husain as the supportive father, add layers of warmth and gravitas to the story.

The 8/10 rating reflects a film that is ""very good"" and ""sensitively handled"" by director Suparn Varma. While the first half requires a bit of patience as it meticulously builds the domestic world of the 70s and 80s, the payoff in the second half is immense. The film's refusal to sensationalize a sensitive subject, opting instead for authenticity and emotional depth, is its true triumph.

Overall, ""Haq"" is a powerful, must-watch drama. It is a stunning showcase for Yami Gautam's talent and a timely reminder of the power of a single voice to challenge tradition and spark national change.","8","0","0"
"1768461327-250","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Must watch","This movie is a powerful reflection of reality that boldly shows the truth of society without filters. It highlights deep social issues, human emotions, and the harsh realities people often choose to ignore. The storytelling is gripping, the performances feel real, and every scene carries a strong message.","9","0","0"
"1768461327-251","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Well Explained Topic","This film centers on the Shah Bano vs. Ahmed Khan case, which sparked a major debate on divorce within India's legal system. It does a solid job of laying out the context and motivations of the people involved, rather than reducing the case to a one-sided argument.

The performances are a strong point, especially Yami Gautam Dhar and Emraan Hashmi. Both bring enough nuance to their roles that you can understand, and at times sympathize with, opposing viewpoints. The film also deserves credit for largely sticking to real events instead of exaggerating them for dramatic effect.

My main issue is the length. The runtime could have been trimmed by tightening the opening setup and scaling back a few courtroom sequences. Also, the film would have benefited from acknowledging the real woman behind the story more directly-at the very least through photographs or a clearer tribute to Shah Bano. I'm not sure why it didn't perform well in theaters, but it works well on OTT and is worth watching.","8","0","0"
"1768461327-252","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Masterpiece Movie","Haq is a masterpiece because it dares to speak what most avoid. It doesn't decorate religion to please people. It confronts hypocrisy head-on and separates true faith from human-made distortions. The film reminds us that religion itself was never the problem, people misusing it were. A brave film, rooted in conscience, revealing reality as it is! Not as people wish it to be.","10","0","0"
"1768461327-253","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","HAQ","Haq is a sensitive, powerful, and thought-provoking film that presents serious themes such as justice, self-respect, and women's rights with great simplicity and dignity. The film goes far beyond mere entertainment and serves as a mirror to society.

Haq is a film that delivers a strong message along with entertainment. It is meant for viewers who appreciate serious, socially relevant, and meaningful cinema. This is not just a film to be watched, but one to be deeply felt.","10","0","0"
"1768461327-254","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Best Movie of 2025","The movie, Haq, starring Yami Gautam and Emraan Hashmi. I'm not a professional critic who reviews films from a technical or broad perspective, but I'm sharing this as a genuine cinema fan.

The movie has a great story, a strong screenplay, and the performances are top-notch. Most importantly, it isn't propaganda against any community. The actors truly 'lived' their characters. I don't want to give away any spoilers, but if you watch the ending, you'll see how incredibly Yami Gautam portrays her role. I would go as far as to say it is the best and most underrated Bollywood movie of 2025.","10","0","0"
"1768461327-255","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Powerful, Thought-Provoking Film Elevated by a Stellar Performance By Yami","Haq is a gripping and emotionally resonant film that stays with you long after the credits roll. It is not just a story-it is an experience that forces the audience to reflect on justice, morality, and the quiet battles people fight when standing up for what is right.

What truly sets Haq apart is its storytelling. The narrative unfolds at a measured pace, allowing the characters and their dilemmas to breathe. Rather than relying on melodrama or over-the-top moments, the film chooses restraint, making its impact far more powerful. The screenplay is layered and intelligent, raising important questions without spoon-feeding answers. It respects the audience's ability to think, interpret, and feel.

At the heart of the film is Yami Gautam's outstanding performance, which can only be described as exceptional. She delivers a nuanced, deeply emotional portrayal that feels raw, authentic, and effortless. Every expression, pause, and line of dialogue carries weight. This is a performance built on subtlety rather than loud theatrics, and that is precisely what makes it so compelling. Yami proves once again why she is one of the most dependable and talented actors of her generation. Her performance here is easily Oscar-worthy and will likely be remembered as one of the highlights of her career.

The supporting cast complements the lead performance well, adding depth and realism to the story. Each character feels purposeful, contributing meaningfully to the narrative rather than existing as filler. The interactions feel organic, making the world of Haq believable and immersive.

Technically, the film is solid across the board. The direction is confident and focused, maintaining a clear vision throughout. Cinematography enhances the mood without drawing attention to itself, and the background score is subtle yet effective, amplifying emotions without overpowering scenes. The editing keeps the film tight and engaging, ensuring there are no unnecessary distractions from the core message.

What makes Haq truly special is its emotional honesty. It does not attempt to sensationalize its subject matter. Instead, it presents a grounded, human story that resonates universally. It encourages empathy and introspection, reminding viewers that the concept of ""rights"" is deeply personal and often comes at a heavy cost.

In conclusion, Haq is a well-crafted, meaningful film anchored by a phenomenal performance from Yami Gautam. It is cinema that speaks quietly but powerfully-proof that strong storytelling and sincere performances can leave a lasting impact. Highly recommended for anyone who appreciates thoughtful, content-driven films.","9","0","0"
